PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.09076615,-0.32575455,-0.18344736,-0.11010368,0.01109613,0.09272073,-0.07476559,-0.01786247,0.12165624,0.01516261
-0.05535787,-0.32301658,-0.17396611,-0.11320107,0.00423008,0.0633313,-0.09610496,-0.00417345,0.10631858,0.02307235
-0.00880892,-0.32031271,-0.19051836,-0.10516313,-0.01211844,0.05291112,-0.10140371,0.00565869,0.09199978,0.03027112
0.06344934,-0.30849546,-0.1995748,-0.083109,-0.02860624,0.04398096,-0.11179204,0.01630268,0.06926838,0.0330978
0.12834795,-0.30093497,-0.20189546,-0.07520325,-0.04266454,0.02890174,-0.1163772,0.02338091,0.02914093,0.02345765
0.20516905,-0.28274933,-0.20318276,-0.05748244,-0.04788466,0.02851986,-0.12114238,0.03634329,-0.00468569,0.02489118
0.28695795,-0.26793268,-0.20737529,-0.04605172,-0.05248476,0.01152387,-0.11631012,0.02169994,-0.01957203,0.00973396
0.33909664,-0.23725575,-0.17878051,-0.03037817,-0.06191334,0.01549645,-0.11127249,0.02720254,-0.02247496,-0.0018476
0.40278995,-0.19750798,-0.14958622,-0.0001458,-0.05399571,0.01538627,-0.10151047,0.02660162,-0.03281894,0.00632162
0.44721675,-0.14965545,-0.09187032,0.01197233,-0.03194667,0.01411161,-0.10395087,0.01919062,-0.03402632,0.00608072
0.49032411,-0.09890149,-0.05549476,0.03985643,-0.01396372,0.02899926,-0.10592178,0.01776062,-0.03803916,0.00364688
0.55167979,-0.04207293,-0.02951157,0.03805384,-0.00836411,0.02492467,-0.11246681,0.01155976,-0.04739069,-0.0044333
0.60185248,0.00290227,0.00817248,0.04291188,-0.00088458,0.03396609,-0.11882061,0.01517585,-0.03270136,-0.01906744
0.65072751,0.05220117,0.03372452,0.0447817,0.00137883,0.04135926,-0.10444708,0.00888078,-0.03626128,-0.04720424
0.69077998,0.0956016,0.06011685,0.05351891,0.01536817,0.02785709,-0.0850564,-0.00025681,-0.04980906,-0.08234955
0.73039746,0.13544229,0.07929145,0.04018119,0.0427997,0.01670227,-0.05906248,-0.00535682,-0.05875603,-0.09550837
0.77207088,0.15557097,0.0925963,0.0313528,0.07029544,0.02623282,-0.05014462,-0.00900133,-0.04226061,-0.11438121
0.78833699,0.16508447,0.0896732,0.02844957,0.08626123,0.02003321,-0.04045192,-0.01627805,-0.05074675,-0.12129796
0.80187231,0.18203861,0.10411354,0.04748821,0.08115821,0.02343744,-0.05056277,-0.01424529,-0.0607898,-0.12067365
0.78533655,0.17649034,0.11483663,0.06239432,0.09403685,0.01021073,-0.06584141,-0.01734712,-0.0763886,-0.12651195
0.73112708,0.16344674,0.12659433,0.06750741,0.12731774,0.01390254,-0.07321275,-0.01587777,-0.09710098,-0.14316747
0.69481689,0.14746284,0.11139088,0.07839786,0.16694798,0.00916119,-0.06150122,-0.01820181,-0.11999173,-0.15009204
0.64217043,0.12176754,0.09313513,0.07309005,0.19184653,0.00319291,-0.04488743,-0.0173321,-0.14741689,-0.14098573
0.55177104,0.08920145,0.06118672,0.09227868,0.21269667,-0.00084963,-0.02863139,-0.01009766,-0.16436094,-0.12968069
0.43030483,0.05979143,0.01963727,0.10635396,0.22273099,-0.01433243,-0.01179717,-0.02357185,-0.19326253,-0.12034252
0.29124996,0.01867262,-0.0094753,0.11085647,0.24884193,-0.01982994,-0.01628881,-0.02460484,-0.20203339,-0.10930105
0.16465963,-0.01832075,-0.01774699,0.09836262,0.27783528,-0.00502352,-0.02868484,-0.00937771,-0.2159649,-0.09317152
0.0270232,-0.03895963,-0.00983561,0.08472105,0.29990745,0.0029141,-0.04954703,0.01421313,-0.22448084,-0.08993208
-0.14300874,-0.04696858,-0.0103749,0.04654471,0.32287598,-0.0116904,-0.05067502,0.02938454,-0.24489468,-0.06785808
-0.29451373,-0.04573676,-0.02347325,0.01724551,0.33714932,-0.01738319,-0.05668385,0.03399143,-0.25454545,-0.05252939
-0.42779133,-0.06441981,-0.04015096,-0.01714735,0.34366181,-0.03795156,-0.0387117,0.02515054,-0.26438263,-0.05956078
-0.56202507,-0.04682881,-0.07477772,-0.05191957,0.34524718,-0.05059523,-0.02166252,0.01750794,-0.25481731,-0.06287982
-0.62812817,-0.01996665,-0.11288708,-0.07253186,0.31069267,-0.05446476,-0.00689374,0.00692977,-0.23264256,-0.08469915
-0.6887604,-0.01693899,-0.15048848,-0.09926086,0.26908368,-0.04454182,0.0072999,0.00944249,-0.20960127,-0.09022531
-0.72198963,-0.01921069,-0.18659884,-0.12483969,0.22837941,-0.05425805,0.00852631,0.01413901,-0.18075709,-0.09570637
-0.71667647,-0.02701065,-0.18611065,-0.1432939,0.19708206,-0.06302962,0.02455494,0.02348717,-0.17317168,-0.08989152
-0.68398464,-0.00880044,-0.195417,-0.1662505,0.161483,-0.08210848,0.01664811,0.03796253,-0.14806624,-0.07579519
-0.64514166,0.0083807,-0.19995908,-0.17555189,0.12142997,-0.08600938,0.0111609,0.04550968,-0.12431632,-0.07138208
-0.62639099,0.02838908,-0.21097614,-0.17209429,0.07965817,-0.08708055,0.00922205,0.05506,-0.08303977,-0.05803517
-0.59744084,0.02696093,-0.22706488,-0.15873434,0.04804904,-0.07082467,0.02016391,0.05306451,-0.05221304,-0.05386493
-0.53493267,0.02013337,-0.2286032,-0.12642479,0.00477871,-0.05944156,0.01682246,0.06037211,-0.02975136,-0.05890965
-0.46838269,0.01384432,-0.21541506,-0.12783279,-0.00359053,-0.03890122,0.02928027,0.06876384,-0.0080876,-0.06542386
-0.38137117,-0.00109435,-0.21740775,-0.11799201,-0.0090753,0.0046308,0.0368245,0.08956225,0.02142746,-0.06870604
-0.31502685,-0.03722617,-0.20478597,-0.10354939,-0.03237936,0.02270673,0.04469332,0.1149023,0.04957696,-0.07348035
-0.23649047,-0.06400499,-0.18825331,-0.0972456,-0.01390456,0.02205213,0.03820893,0.15068507,0.06681746,-0.05621692
-0.18072087,-0.0773903,-0.174264,-0.08116594,-0.00820853,0.02867112,0.01778477,0.15930168,0.09658631,-0.05550887
-0.12937322,-0.08962838,-0.14466077,-0.06731107,-0.01001375,0.05778064,0.00239848,0.16979197,0.11305024,-0.05597894
-0.09649334,-0.07958762,-0.12124214,-0.07009509,-0.01602979,0.08240373,-0.01485747,0.17192379,0.13093837,-0.05544334
-0.06388208,-0.0928314,-0.09663354,-0.0662824,-0.02499768,0.10743082,-0.01551654,0.18055837,0.13961022,-0.04569593
-0.03996542,-0.11786678,-0.0561531,-0.06810599,-0.02551415,0.12104586,-0.02394508,0.17629917,0.15422976,-0.02981283
0.01088793,-0.1458239,-0.04566131,-0.06960081,-0.02246531,0.11544885,-0.03116783,0.17149261,0.14380866,-0.01896865
0.04357783,-0.17022522,-0.02532424,-0.07634143,-0.03594998,0.10164484,-0.03896481,0.15429886,0.13707422,-0.01425127
0.07460779,-0.20390846,-0.01864442,-0.06663648,-0.0354176,0.10378687,-0.03155438,0.13212083,0.14189236,-0.00952489
0.09785961,-0.23183849,0.00669658,-0.05696585,-0.04710896,0.10605043,-0.0389921,0.11277039,0.14900286,-0.01011534
0.1227733,-0.23780282,0.04128849,-0.05981888,-0.04730169,0.10351834,-0.0539188,0.10836663,0.13570766,-0.00269701
0.13896438,-0.25230572,0.0741296,-0.06525781,-0.03404715,0.11333065,-0.07443853,0.09134327,0.12095691,0.02175028
0.1430735,-0.27971876,0.0945555,-0.06584085,-0.0591155,0.1222138,-0.09376824,0.0758749,0.10672581,0.03856634
0.14849445,-0.28866544,0.1309759,-0.06696927,-0.06853189,0.1176912,-0.11043066,0.06933469,0.09059627,0.06080898
0.15334207,-0.28684691,0.16507965,-0.04592498,-0.06033804,0.08833002,-0.10480271,0.05213731,0.07633567,0.06889283
0.17633021,-0.277841,0.17723298,-0.01385793,-0.06047534,0.07048327,-0.08816011,0.03096525,0.07282901,0.05974247
0.20460916,-0.26064301,0.22666328,-0.00603475,-0.03375018,0.05015755,-0.0773695,0.00505166,0.07746578,0.030841
0.25211424,-0.22553378,0.21970922,0.01901084,-0.02419397,0.02560498,-0.0481155,0.00019439,0.06232576,0.00598917
0.27673915,-0.19873175,0.23311572,0.04558986,-0.01777541,0.02332187,-0.02836166,0.00045169,0.05361097,-0.00575412
0.30133146,-0.17246817,0.23828597,0.06077746,-0.00133346,0.02760687,-0.02128876,-0.00235648,0.04997586,-0.01521424
0.35025427,-0.14799218,0.24792074,0.06488656,0.00101321,0.02217802,-0.0156406,0.01131341,0.05746499,-0.02920271
0.39724901,-0.12776829,0.23926885,0.08489444,-0.02496219,0.00336875,-0.00501836,0.02314946,0.05843482,-0.02617799
0.44102129,-0.10209853,0.24095854,0.10649779,-0.0471059,-0.01372406,-0.00319912,0.03130606,0.06330693,-0.02755713
0.48175496,-0.0501123,0.24189207,0.12978365,-0.04728179,-0.01822753,0.00195897,0.0353436,0.06034936,-0.04467141
0.53209925,-0.01179657,0.23692428,0.14209512,-0.02810476,-0.01462648,0.02061897,0.04450067,0.0710131,-0.05103734
0.58026612,0.02257019,0.20462057,0.15544893,-0.02218076,-0.0148014,0.03682267,0.06157592,0.07611054,-0.04825828
0.64070207,0.05139011,0.17714186,0.13998307,-0.01247932,0.00407134,0.03756321,0.08171662,0.08355197,-0.03198687
0.70077527,0.05368172,0.13845055,0.10322089,-0.00346488,0.01420122,0.01903457,0.10735951,0.08310769,-0.01484058
0.72975558,0.03747578,0.07398601,0.08183651,-0.00743304,0.02656105,0.00373339,0.14181726,0.07201298,0.00229493
0.73140162,-0.00211194,0.05191237,0.06030813,0.00143589,0.03758097,-0.00164065,0.15761103,0.05638244,0.01662072
0.72113121,-0.02585386,0.01885325,0.03826206,0.01454597,0.03743073,-0.008166,0.1607817,0.05289858,0.04051031
0.71737653,-0.05545458,-0.03493343,0.03751645,0.00634665,0.02652567,-0.01679562,0.18435968,0.03983701,0.06905583
0.69155306,-0.07805286,-0.06977803,0.02249337,0.00292209,0.01184084,-0.02992753,0.17909428,0.01822871,0.0934226
0.67187524,-0.09187271,-0.10388643,0.01275784,0.01793805,0.02525578,-0.04661515,0.17759584,0.01987056,0.09448258
0.64145982,-0.11351248,-0.1421479,0.00460963,0.01871273,0.02337464,-0.05997473,0.18110354,0.02552553,0.1012211
0.60535949,-0.15316103,-0.17005034,-0.00993147,0.01812358,0.03223766,-0.08878036,0.15877399,0.0374114,0.11711318
0.5900616,-0.17687047,-0.20258807,-0.01053001,-0.00194443,0.03503055,-0.10893986,0.11533071,0.03180723,0.12277015
0.58669406,-0.196117,-0.22332753,-0.0127344,9.016e-05,0.0418064,-0.1222298,0.08340715,0.01480157,0.1374113
0.57110858,-0.21170366,-0.24802186,-0.00792984,-0.02154552,0.03811607,-0.12086757,0.06419294,0.00993356,0.12459794
0.55716276,-0.21327738,-0.24885593,0.01628004,-0.03500115,0.02529065,-0.12055545,0.03521746,0.0056393,0.11348832
0.54472488,-0.21208896,-0.25342968,0.03750091,-0.04322663,0.02056332,-0.12076385,-0.01161558,0.00435627,0.10445867
0.54418314,-0.19177109,-0.25439051,0.05168806,-0.05199985,0.00729603,-0.13272665,-0.02847612,0.01711582,0.08891239
0.55081749,-0.18110836,-0.23725195,0.0582209,-0.06461462,0.00656509,-0.14370769,-0.04385881,0.03368818,0.06661563
0.55569851,-0.16198663,-0.20387273,0.06717067,-0.06322088,0.01519685,-0.14217514,-0.07100245,0.06011993,0.03207109
0.57288098,-0.13634849,-0.19269703,0.07443675,-0.05312927,0.03335739,-0.13073142,-0.09129949,0.09049435,0.01339584
0.56611949,-0.12332344,-0.16868837,0.06928255,-0.04773621,0.03616505,-0.13500616,-0.10315812,0.09252469,0.0130173
0.57707334,-0.12233245,-0.16050665,0.07499833,-0.03175145,0.01929301,-0.13618693,-0.11137652,0.09871892,0.01811963
0.55032557,-0.11336401,-0.15455766,0.07180485,-0.01904935,-0.01308794,-0.12717278,-0.08899759,0.11396101,0.02234723
0.51418871,-0.12057758,-0.139476,0.06539678,0.00776118,-0.04354154,-0.11910126,-0.05576346,0.13183124,0.02733453
0.47556046,-0.14861831,-0.12518048,0.06366963,0.00744185,-0.05756983,-0.1035581,-0.04846521,0.13062485,0.01945258
0.44682315,-0.1794004,-0.11185697,0.07059763,0.02991764,-0.06523883,-0.10250406,-0.05453474,0.13398269,0.01515047
0.4025231,-0.20230372,-0.09748369,0.08229958,0.04765473,-0.05600796,-0.07595538,-0.06220717,0.12436353,0.01227573
0.38490605,-0.21610777,-0.08498725,0.09422903,0.05256201,-0.0533998,-0.06006166,-0.06275354,0.12969111,0.01115707
0.37286264,-0.24738337,-0.07685523,0.10039262,0.04723228,-0.03512572,-0.05100019,-0.0790631,0.1262534,0.02520543
0.36956593,-0.28044772,-0.06687274,0.10193335,0.04697573,-0.02623894,-0.02335894,-0.08988705,0.11876147,0.01552871
0.37492388,-0.29570678,-0.06558224,0.09688149,0.05030571,-0.01965304,0.00293693,-0.10729571,0.1071225,0.02294722
0.38899106,-0.3000136,-0.03849684,0.10059229,0.04320202,-0.0193155,0.01181942,-0.10769126,0.0874174,0.02394251
0.4172551,-0.28970513,-0.03362373,0.11050392,0.03620489,-0.01828321,0.04505299,-0.08815382,0.10131625,0.02722813
0.43735403,-0.26020563,-0.00707453,0.12491449,0.02377454,-0.00094418,0.07584734,-0.09075189,0.10408263,0.00918795
0.44029903,-0.23840356,0.02433772,0.12698445,0.01909798,0.02144409,0.11026202,-0.1133901,0.09713324,0.00902698
0.4670777,-0.22808413,0.04454623,0.12532385,0.00502023,0.06137658,0.11762121,-0.12458693,0.07847246,0.01097546
0.48543313,-0.2264016,0.0441624,0.11652436,-0.00064728,0.08432084,0.12433267,-0.11467371,0.08526623,0.01408354
0.47415942,-0.22432615,0.04906576,0.10977206,-0.0059232,0.10380539,0.12000705,-0.09299888,0.08624168,0.0112924
0.46032631,-0.23068976,0.03744899,0.1103639,-0.00683578,0.12432658,0.10910407,-0.05395777,0.10779147,0.01190681
0.4443782,-0.23234509,0.03955726,0.11037718,0.00015831,0.12645878,0.10869661,-0.02542846,0.09668753,0.01119939
0.41931045,-0.20946439,0.02255859,0.10538317,0.00403133,0.11664775,0.1084348,0.00356542,0.08861258,0.00927459
0.37021908,-0.18131748,0.00548108,0.10997427,0.01681559,0.09631092,0.0939263,0.01914043,0.08920589,0.01691584
0.31587884,-0.179837,-0.00968278,0.09885554,0.02596142,0.06974865,0.07890374,0.04038721,0.09221595,0.01886144
0.22013813,-0.17708753,-0.03164262,0.09016787,0.04033748,0.05278696,0.07314585,0.05410881,0.09418341,0.01953664
0.12422346,-0.18559092,-0.06306455,0.07206471,0.0529223,0.03191485,0.05536268,0.04739831,0.07704072,0.01697423
0.04445641,-0.2232994,-0.11270749,0.0418847,0.05427462,0.0093767,0.05102961,0.05092079,0.04093443,0.02112735
-0.04820167,-0.24162491,-0.136806,0.01648943,0.0339561,-0.00703897,0.03713647,0.06794166,0.01848668,0.00121577
-0.11210252,-0.24794796,-0.17003246,-0.00786198,0.02280116,-0.01037855,0.04793523,0.06815258,0.00570206,-0.01114659
-0.16169977,-0.22240715,-0.17759691,-0.02880656,0.01476826,-0.02089726,0.04520266,0.0769139,0.00230359,-0.03238653
-0.20332134,-0.21100017,-0.18456823,-0.05141297,0.00778842,-0.03017894,0.05847912,0.08375838,-0.02140465,-0.02954216
-0.23896995,-0.21346772,-0.1971506,-0.08681246,-0.00635115,-0.06228961,0.07478926,0.06831037,-0.05706213,-0.01393439
-0.26976261,-0.21612319,-0.21527711,-0.11071581,-0.00278757,-0.0813802,0.09677967,0.06690094,-0.06914075,0.00566952
-0.28956681,-0.20867902,-0.22085135,-0.12911627,0.00959268,-0.08441989,0.1119964,0.07725165,-0.06770317,0.0080969
-0.28899121,-0.21683379,-0.23355451,-0.15365314,-0.00445351,-0.07506868,0.12278809,0.09002381,-0.06269082,0.00901252
-0.28512156,-0.21382764,-0.24732837,-0.16141115,-0.00211362,-0.06088791,0.13979283,0.10749904,-0.08113281,0.00769361
-0.25792152,-0.22534636,-0.26265994,-0.17054917,0.0067604,-0.05536386,0.16172308,0.13128342,-0.09010515,0.00745102
-0.24016529,-0.23220383,-0.25654837,-0.15747176,0.0061101,-0.01923782,0.16747771,0.1461062,-0.09331578,-0.00083757
-0.23915416,-0.22588009,-0.24638928,-0.14254032,0.01792705,0.02262587,0.16378927,0.16212362,-0.08308579,-0.00209895
-0.24388839,-0.23758489,-0.23537391,-0.1372055,0.03238627,0.03875632,0.16384763,0.17085893,-0.06623145,0.00570243
-0.23941883,-0.2481492,-0.22514087,-0.1172234,0.01915101,0.02329716,0.16481547,0.18755414,-0.05051351,0.00454004
-0.22427863,-0.24977484,-0.22874045,-0.09261097,-0.00163863,0.02997664,0.16441418,0.1806464,-0.05713439,0.00308896
-0.17733175,-0.24003172,-0.21831067,-0.0755638,-0.01741208,0.02422533,0.16001374,0.17599556,-0.0500066,-0.00427257
-0.10005186,-0.21286859,-0.2071732,-0.07480121,-0.03115197,0.02899046,0.14134443,0.17833337,-0.02129217,-0.01898783
-0.01140448,-0.17224139,-0.21852568,-0.09422576,-0.06418759,0.04219304,0.12003846,0.17171592,0.00335548,-0.03748617
0.09870348,-0.13024832,-0.21006562,-0.11107402,-0.11093704,0.03264819,0.11040695,0.14834964,0.02474016,-0.03796953
0.23843512,-0.06382013,-0.20077464,-0.12560697,-0.14392683,0.00904693,0.11342534,0.11417004,0.01871506,-0.02765938
0.38045618,0.00968147,-0.17624696,-0.14413238,-0.17842685,0.0032697,0.10266914,0.0758346,0.02802154,-0.01856877
0.51854163,0.09537362,-0.16322117,-0.15492594,-0.21983021,-0.00373155,0.09555714,0.03259842,0.0442792,-0.0154655
0.67514902,0.17292385,-0.15354718,-0.17880923,-0.2563383,-0.03243968,0.09598365,-0.00929435,0.04789134,-0.01313608
0.83248699,0.27437553,-0.12890394,-0.21425065,-0.26008838,-0.06412391,0.08587655,-0.03971861,0.05511719,-0.00257882
0.96920228,0.3736375,-0.08930029,-0.24246125,-0.24989048,-0.08933712,0.0686565,-0.07791647,0.05288774,-0.00967493
1.11200821,0.45492345,-0.0554295,-0.26576245,-0.19143714,-0.10296377,0.04814947,-0.10003074,0.04483952,-0.02132439
1.20569408,0.52048802,-0.04160712,-0.28918388,-0.13228998,-0.11518393,0.04750079,-0.10219411,0.04945823,-0.03592713
1.24460709,0.60742915,-0.02805569,-0.30312529,-0.08292469,-0.11782098,0.04201797,-0.11184426,0.05542221,-0.04500416
1.25488317,0.69262046,-0.01204912,-0.30392295,-0.03194484,-0.11692182,0.02922296,-0.11008344,0.0564045,-0.05494358
1.19048667,0.73925072,0.01244823,-0.29018238,0.01403653,-0.10968002,-0.00293671,-0.11516469,0.04456338,-0.05739656
1.09531462,0.75643623,-0.00601996,-0.27898705,0.07426143,-0.08845606,-0.03729983,-0.11175176,0.03654737,-0.06345132
0.95605963,0.76590103,-0.02393701,-0.27734324,0.14229068,-0.05439699,-0.09563453,-0.08727199,0.03919102,-0.08207916
0.79965472,0.74147516,-0.04872766,-0.25859487,0.20470926,-0.04034787,-0.13799383,-0.05585517,0.0472424,-0.09957617
0.62725371,0.72258615,-0.05831321,-0.24427718,0.26060095,-0.03058056,-0.18887781,-0.01498686,0.04551876,-0.1070644
0.43572557,0.71253389,-0.08063836,-0.21443425,0.2970016,-0.04507789,-0.21187477,0.02206092,0.04138245,-0.10163462
0.24108192,0.67903739,-0.12591438,-0.15049997,0.29629415,-0.06747711,-0.22305119,0.03341047,0.05369511,-0.12106319
0.01397454,0.64531016,-0.18236218,-0.10766428,0.29858384,-0.09322501,-0.23220102,0.0623162,0.06995089,-0.11902213
-0.15939432,0.6344471,-0.23868759,-0.06544682,0.27516401,-0.11845949,-0.22006972,0.06447714,0.06967348,-0.11443069
-0.29979593,0.62138033,-0.23037224,-0.0398376,0.26189804,-0.15687838,-0.22489689,0.05707914,0.07672229,-0.10900851
-0.41625646,0.57754719,-0.22732989,-0.00815034,0.25096324,-0.17906794,-0.23218009,0.05379722,0.0727648,-0.08911928
-0.52547354,0.52286142,-0.22883599,0.03368606,0.21748506,-0.18452428,-0.21275263,0.04128788,0.07547577,-0.06545531
-0.58636653,0.49101526,-0.21573934,0.06861709,0.18760075,-0.18458311,-0.1908154,0.04853364,0.09226288,-0.05547275
-0.62426615,0.4724724,-0.18116672,0.08849657,0.16582152,-0.18382949,-0.16300137,0.04689575,0.09817234,-0.04429299
-0.64979649,0.44141012,-0.13904068,0.11986955,0.13582952,-0.18221335,-0.12112318,0.04472494,0.11068193,-0.0350883
-0.67421776,0.42371911,-0.10553329,0.14718755,0.11080658,-0.18180014,-0.08847322,0.04066572,0.11971916,-0.03543942
-0.68185395,0.3886601,-0.07925409,0.16385591,0.1069174,-0.17617686,-0.05475953,0.01885012,0.12148898,-0.02671355
-0.69490749,0.34844685,-0.03876967,0.15016629,0.13053431,-0.15063949,-0.03322015,-0.01603299,0.13670605,-0.03728197
-0.69206667,0.31633723,-0.00960189,0.12690386,0.1502855,-0.12076107,-0.00124343,-0.03321908,0.13614488,-0.03720177
-0.70202708,0.30028215,0.00823007,0.12752914,0.1549883,-0.08770821,0.0312794,-0.05534039,0.12553212,-0.02986697
-0.70886225,0.27476463,0.00257313,0.11711852,0.14207001,-0.05846836,0.0520822,-0.05917317,0.13261616,-0.02391074
-0.70942765,0.26157331,-0.02620681,0.11940878,0.11243073,-0.05174085,0.07719192,-0.05233455,0.13468745,-0.02019221
-0.6820327,0.26820958,-0.0630182,0.106486,0.08872131,-0.05117067,0.086643,-0.04696218,0.14094405,-0.01944383
-0.66837364,0.26520279,-0.07663238,0.08725334,0.08300462,-0.06558029,0.08540058,-0.0497471,0.12165462,-0.0207671
-0.64804977,0.23821938,-0.08637687,0.06805513,0.07878071,-0.07484166,0.0905406,-0.06880459,0.12190642,-0.01494548
-0.63113403,0.20295775,-0.08700507,0.06309372,0.07095134,-0.0708371,0.09642286,-0.07592481,0.12512065,-0.0175107
-0.60416955,0.17789866,-0.09827828,0.05300903,0.0785023,-0.07110935,0.10437181,-0.0840585,0.11416589,-0.01204672
-0.56782407,0.15870635,-0.10923183,0.02619793,0.07790077,-0.05932128,0.11076201,-0.08676329,0.10604611,0.00394989
-0.53780752,0.15614511,-0.10989496,0.01400996,0.06950785,-0.06064931,0.11007058,-0.08316514,0.09414349,0.00530992
-0.50626713,0.15496081,-0.1321369,0.04209141,0.05270485,-0.08288653,0.11003418,-0.04867783,0.09002097,0.01521927
-0.47845107,0.15533374,-0.14020702,0.05007119,0.03387964,-0.09495566,0.09643018,-0.04538782,0.08464323,0.02615608
-0.46300116,0.14954354,-0.14141312,0.0483368,0.01129161,-0.12560558,0.08182091,-0.03044276,0.08854643,0.03848607
-0.43202859,0.15017179,-0.12479915,0.06381467,0.00996935,-0.13736556,0.06377172,-0.02536175,0.0816714,0.04569653
-0.39612436,0.14884295,-0.10745155,0.07075348,0.01309426,-0.13543449,0.03804854,-0.02627615,0.07041329,0.05128936
-0.37894222,0.14169945,-0.09135052,0.08287285,0.01718526,-0.11868151,0.04049483,-0.03067168,0.06300035,0.0427171
-0.35498318,0.12994319,-0.08211037,0.1024395,0.03294496,-0.10856127,0.04054831,-0.03315584,0.05758674,0.02884775
-0.33424851,0.13475497,-0.07721609,0.11669376,0.05121198,-0.11225368,0.05483423,-0.02656042,0.04726464,0.02731775
-0.31550062,0.13563889,-0.07488737,0.13943569,0.06413318,-0.11802363,0.06354347,-0.02298912,0.04060198,0.03749269
-0.29509652,0.13298474,-0.07480162,0.16010515,0.06987344,-0.11951113,0.05903822,-0.01855665,0.03763526,0.04810715
-0.28603643,0.11463789,-0.07091105,0.18973041,0.07199968,-0.11104657,0.05502477,-0.02074574,0.03246263,0.04782558
-0.26874599,0.08955657,-0.07562787,0.21399698,0.06875415,-0.09643219,0.05919306,-0.01802462,0.03151482,0.04475681
-0.24629574,0.04913784,-0.06882575,0.20087814,0.06422714,-0.07579923,0.05448896,-0.03384607,0.02946527,0.04322963
-0.23287022,0.02577439,-0.04580678,0.18788172,0.06877626,-0.05612157,0.05514023,-0.03055661,0.03735801,0.0284542
-0.23173799,-9.125e-05,-0.00071225,0.17580774,0.07462091,-0.02833518,0.05327184,-0.01228287,0.042537,0.02512791
-0.20691626,-0.0276788,0.03483588,0.17542927,0.07311049,-0.00778965,0.06315798,0.00372612,0.03981657,0.03918227
-0.19257955,-0.04632035,0.04679649,0.18057412,0.07260661,0.02367717,0.06969177,0.00980091,0.06066166,0.05017725
-0.16650315,-0.08126942,0.05958619,0.17158359,0.0811416,0.03350734,0.06983566,0.03687553,0.07274667,0.06605593
-0.14030866,-0.0938632,0.06798416,0.16004759,0.06908919,0.05299344,0.07021749,0.06844465,0.09840025,0.07586298
-0.10782731,-0.09607496,0.08757183,0.15671487,0.06169296,0.04715259,0.07834894,0.09926707,0.09470604,0.07463859
-0.07687098,-0.09181956,0.11094911,0.1527582,0.05300511,0.04404868,0.08669011,0.12184957,0.08689534,0.06498083
-0.04854258,-0.08100758,0.13375594,0.151106,0.03022699,0.04711163,0.09341778,0.12762263,0.09252036,0.05681752
-0.00936772,-0.05371712,0.15951884,0.14788216,0.00910689,0.03071024,0.09599824,0.13624147,0.10431772,0.05225821
0.04078333,-0.02782316,0.18441981,0.14019926,-0.00656604,0.02175309,0.09768207,0.13462916,0.11797811,0.05919043
0.11708758,0.01314399,0.21375076,0.14351977,-0.01355279,0.00853421,0.10467806,0.13911061,0.11333895,0.06332033
0.19523099,0.03339854,0.2404463,0.14023198,-0.00153774,-0.0016626,0.10057144,0.14939229,0.11245671,0.08099005
0.23953293,0.05073986,0.26334351,0.1395873,0.01218451,-0.01295635,0.09234953,0.1385102,0.10935927,0.09465294
0.29304895,0.0454862,0.27310839,0.12508097,0.03999532,0.00243284,0.07947908,0.13780837,0.11069416,0.0826843
0.32632804,0.00704151,0.29157349,0.1107089,0.05634172,0.00171444,0.08428299,0.14775826,0.0963323,0.07447042
0.32754889,-0.00751711,0.28768072,0.11999572,0.06113389,-0.0064091,0.07994107,0.13787448,0.08236364,0.05655367
0.28930333,-0.03222403,0.28731871,0.12549342,0.07207236,-0.0058642,0.06545977,0.12872405,0.0672748,0.05322776
0.27070692,-0.06011234,0.27150047,0.12386442,0.07888928,0.01029476,0.04832491,0.12429488,0.05661827,0.04510215
0.25887176,-0.07074231,0.24326713,0.11928815,0.08638994,0.01305657,0.02973518,0.11548368,0.05344537,0.03784036
0.25040072,-0.08304846,0.20907471,0.11149899,0.09337389,0.00068939,0.02031578,0.09833365,0.04598005,0.03525858
0.23136838,-0.11014839,0.17660047,0.1023218,0.10353827,-0.02450507,0.01898066,0.09404805,0.03450271,0.03331935
0.21864288,-0.13267671,0.1421805,0.09686746,0.10046431,-0.03857318,0.02466035,0.09312315,0.01843087,0.02499819
0.20036314,-0.15450537,0.10625751,0.09818751,0.08998261,-0.02860815,0.02324205,0.07988748,0.01298481,0.01916794
0.17088652,-0.16767263,0.07806604,0.10739984,0.04193239,-0.03035718,0.01612917,0.0632754,-0.00714476,0.01370965
0.13405927,-0.16949196,0.05681672,0.10347648,0.01517803,-0.0274685,0.01241732,0.04716745,-0.02187089,0.00112356
0.1082061,-0.16455108,0.0359883,0.10390487,-0.01979668,-0.03797783,0.02603105,0.0458771,-0.05331111,0.00775189
0.09204921,-0.15081176,0.00343708,0.10486724,-0.03757126,-0.04823195,0.0244853,0.0351079,-0.07818526,0.01810033
0.09198472,-0.14101423,-0.00432485,0.0969895,-0.05258294,-0.05905337,0.02499781,0.02294356,-0.08020003,0.0308169
0.12056688,-0.14523606,-0.02794478,0.08849259,-0.06257229,-0.06817946,0.03686867,0.01420076,-0.08438455,0.03660621
