PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.23330967,-0.47101212,-0.0032382,-0.21298465,-0.12510255,-0.08701635,-0.05293808,0.05821337,-0.05380933,-0.08753406
-0.1842653,-0.43365958,-0.03464792,-0.20285201,-0.14496188,-0.10732898,-0.06374814,0.08388365,-0.07711992,-0.0862047
-0.14108086,-0.41062945,-0.08573592,-0.19098984,-0.18137437,-0.11719449,-0.07368733,0.10542149,-0.09185642,-0.08891528
-0.08824616,-0.39777526,-0.1186993,-0.17334415,-0.19857211,-0.13935848,-0.05494698,0.13899955,-0.09133577,-0.09359696
-0.01921099,-0.38141173,-0.16330406,-0.1453553,-0.22839677,-0.14892457,-0.045528,0.1698537,-0.08607202,-0.09717645
0.06337626,-0.37804866,-0.15635665,-0.13041055,-0.2273619,-0.14403477,-0.04746899,0.18399142,-0.0828183,-0.10175138
0.11553565,-0.34711787,-0.12570395,-0.10360449,-0.21229212,-0.13622539,-0.05846436,0.17960194,-0.08718707,-0.09173741
0.16484061,-0.29460156,-0.08310436,-0.06852068,-0.19837137,-0.14686263,-0.05555746,0.17721671,-0.10902309,-0.07142963
0.19948982,-0.25493819,-0.06239948,-0.04169789,-0.1784301,-0.15581912,-0.03881671,0.1650375,-0.12385571,-0.04699802
0.25064433,-0.19851559,-0.03374678,-0.02859952,-0.17833936,-0.16252902,-0.02993319,0.16903384,-0.1158583,-0.04780304
0.27041662,-0.14194289,-0.03759316,-0.02863777,-0.16859895,-0.14001583,-0.04069037,0.16366339,-0.08755124,-0.03260271
0.28382525,-0.11248565,-0.03452735,-0.01165186,-0.14674149,-0.11028849,-0.03434176,0.15937968,-0.07058245,-0.02909574
0.29676524,-0.08237043,-0.02525134,0.00376859,-0.10692768,-0.0837222,-0.00962835,0.14225471,-0.06249982,-0.02589434
0.30651376,-0.0604344,0.01135877,0.01847489,-0.08971024,-0.0654861,-0.0046386,0.11553709,-0.05134909,-0.02618924
0.33745208,-0.02031889,0.05039785,0.04255839,-0.06252015,-0.06113704,0.00440979,0.10493141,-0.05585596,-0.01814144
0.34448496,0.02350583,0.0772619,0.04863537,-0.05097149,-0.04268089,-0.00349291,0.07528646,-0.07118195,-0.01724396
0.3634842,0.04615954,0.10312805,0.04868321,-0.04585918,-0.03115824,-0.01079422,0.05469043,-0.09186439,-0.0130389
0.33909699,0.09031337,0.11500673,0.05003891,-0.03829072,-0.04007478,-0.00736745,0.05083924,-0.12936316,-0.00042227
0.30852574,0.11278295,0.10879137,0.04630129,-0.0308137,-0.04212325,0.01501743,0.05298093,-0.15428145,0.00384424
0.28655046,0.11324561,0.0834519,0.03557883,-0.00503156,-0.02328765,0.03302189,0.04922611,-0.16377844,-0.00286196
0.27352276,0.11415183,0.08781817,0.03710309,0.02050154,-0.02280249,0.05268275,0.05344133,-0.16366799,-0.01590981
0.2330813,0.08982609,0.09312026,0.06993693,0.04673252,-0.01878908,0.07322297,0.04769413,-0.18848729,-0.00319668
0.18920155,0.06197134,0.11267506,0.08910637,0.08296287,-0.02620845,0.09263363,0.03372617,-0.20626694,0.00202942
0.12252972,0.02948659,0.12077083,0.11662529,0.11089151,-0.0036463,0.1015095,0.03518738,-0.21919428,0.01899126
0.04863092,-0.00271995,0.1238745,0.11301223,0.12869699,0.00432488,0.09248884,0.04512914,-0.22013615,0.02239011
-0.03561203,-0.00978378,0.11225539,0.10578506,0.14182515,0.01524841,0.08462289,0.05796254,-0.20331772,0.02425011
-0.13722835,-0.02450425,0.10588083,0.08193498,0.15628764,0.02107576,0.0735494,0.06645472,-0.1798059,0.03415263
-0.24378608,-0.04500614,0.08185615,0.06873607,0.15461077,0.03089401,0.05584753,0.07830456,-0.16559462,0.0541136
-0.33034292,-0.0498307,0.05489688,0.05801921,0.16040611,0.02405635,0.04396978,0.07553822,-0.14958063,0.04635001
-0.42288992,-0.05281236,0.03498249,0.03364017,0.17445868,0.03594031,0.037974,0.05352734,-0.12624693,0.03768609
-0.51327199,-0.05494352,0.03075312,0.00193309,0.1678869,0.03687431,0.03076622,0.04251147,-0.08870427,0.02167991
-0.586725,-0.05632081,0.04418574,-0.01873069,0.12974723,0.022862,0.02603489,0.03637358,-0.06582328,0.01343245
-0.64651543,-0.04824827,0.03913612,-0.03400781,0.08409221,0.01737831,0.01348877,0.02576158,-0.05176879,0.00725281
-0.69316912,-0.02638556,0.02708972,-0.05411734,0.05554013,0.01924247,0.02056361,0.02081233,-0.0409581,0.01151584
-0.73095196,0.00165183,0.04285958,-0.06310245,0.02342695,0.02134931,0.00818182,0.01731568,-0.00857596,0.01063706
-0.73146176,0.04162416,0.04454392,-0.08323483,-0.01505205,0.01629572,0.00030303,0.00610693,0.01638909,0.01272983
-0.72856694,0.06648915,0.03453107,-0.09129929,-0.03194069,0.01784559,-0.00140036,0.0042518,0.02599895,0.02661308
-0.72594851,0.08013763,0.01128899,-0.10852587,-0.03004262,0.02588037,-0.00378358,0.0139432,0.0109286,0.04604165
-0.72418106,0.07992891,-0.00014952,-0.1046059,-0.04281363,0.03616725,-0.00612702,0.02964433,0.01001222,0.06693081
-0.71699262,0.09965375,0.00557596,-0.0795335,-0.05321322,0.03121848,-0.00431936,0.03799104,0.00436767,0.07834785
-0.6817919,0.09781535,0.03846591,-0.03000523,-0.06420311,0.02411586,0.0035502,0.04554632,-0.00245984,0.08567692
-0.63711983,0.11781047,0.03730125,0.01877484,-0.08165965,0.04128148,0.01042005,0.04977147,0.00948247,0.08771285
-0.56972176,0.14161429,0.02341595,0.0609898,-0.08152432,0.05884239,0.00932472,0.05533324,0.00643852,0.10434859
-0.50529259,0.14480302,0.0013596,0.0789229,-0.09919289,0.0833727,0.01257172,0.0619786,0.0253095,0.11513373
-0.43407235,0.13620044,-0.01196671,0.09243573,-0.11663765,0.11907084,0.01271048,0.08424551,0.03649457,0.13448884
-0.35031936,0.13631609,-0.00339714,0.09063556,-0.13096078,0.13069426,-0.00378693,0.08552346,0.05381654,0.13082108
-0.24333477,0.15131162,-0.02362756,0.10244392,-0.14156118,0.14964607,0.00827006,0.08182571,0.03414673,0.12161654
-0.13098465,0.17031837,-0.02441871,0.09658171,-0.16696568,0.15072145,0.00769118,0.09011699,0.0223107,0.1152249
-0.00387572,0.20725688,-0.01696114,0.0918109,-0.21297173,0.14417823,-0.00046243,0.08354964,0.01208439,0.10598838
0.12442233,0.22910841,0.00368298,0.11423317,-0.24388918,0.13164793,0.00073304,0.06075205,0.00920018,0.08666767
0.26924962,0.25619727,0.03883694,0.11381002,-0.24327366,0.11816378,0.0054257,0.03817013,-0.00337881,0.0590892
0.41914994,0.28135255,0.07625281,0.09949058,-0.23036297,0.12131335,0.0083812,0.0227223,0.00038697,0.03173198
0.57350361,0.32621446,0.07398075,0.07386211,-0.21960625,0.12486526,0.00128715,0.03025208,-0.00179074,0.02280411
0.67833579,0.3297846,0.11231788,0.04443172,-0.19305594,0.10719051,-0.00099707,0.05939342,-0.01193477,0.02934804
0.73455602,0.33116513,0.15294887,0.0368738,-0.16782092,0.08161924,-0.00783586,0.08155917,-0.02721195,0.042216
0.75646263,0.34035695,0.19439302,0.05073067,-0.11840708,0.05452886,-0.02226879,0.09180862,-0.05496651,0.05910554
0.71536839,0.35009485,0.22766654,0.06676262,-0.05753102,0.02441524,-0.04000105,0.07910423,-0.0681365,0.04507086
0.66019201,0.34118146,0.22126961,0.07601424,-0.01096111,0.01641756,-0.06430821,0.08301332,-0.07532804,0.04011127
0.57138377,0.31653038,0.21410845,0.07491079,0.03000749,0.02021385,-0.08084433,0.10432856,-0.07599252,0.04319442
0.45936379,0.26894221,0.19769542,0.0853563,0.08159018,0.02164986,-0.1000081,0.11809202,-0.07914865,0.0359759
0.32430133,0.22863473,0.17558201,0.10347302,0.14284073,0.03399511,-0.11487939,0.14089255,-0.0849775,0.0357662
0.17971714,0.20591266,0.17107064,0.10095257,0.19105349,0.03108827,-0.12936993,0.1708592,-0.08055633,0.0353342
0.01084078,0.19164898,0.14774866,0.1044905,0.21507987,0.03265608,-0.15075135,0.18023419,-0.07589687,0.03892173
-0.17475353,0.16283104,0.10238223,0.09046043,0.22533366,0.01182286,-0.17302585,0.18848652,-0.07302739,0.04967129
-0.35291573,0.11901091,0.07899884,0.07960265,0.21718349,-0.0216999,-0.18043919,0.200468,-0.06509269,0.03610228
-0.52792615,0.08109821,0.03901356,0.04459479,0.1690065,-0.03166289,-0.17976776,0.17409158,-0.05835987,0.02558622
-0.65415418,0.05774283,0.01177613,0.00115496,0.1208386,-0.05349983,-0.17418513,0.15574203,-0.0461779,-0.00331793
-0.7318902,0.04187705,-0.00968269,-0.04677672,0.06465387,-0.06874853,-0.16499497,0.14759657,-0.03042849,-0.03577996
-0.75172478,0.03271738,-0.04421626,-0.0941464,0.01681629,-0.0742636,-0.14822942,0.14687824,-0.02575969,-0.0434144
-0.76607257,0.04449602,-0.05896703,-0.13528708,-0.0229385,-0.07683294,-0.12135053,0.14696346,-0.02294486,-0.0485967
-0.75825852,0.053116,-0.04879773,-0.16474132,-0.07087795,-0.09180831,-0.10821931,0.13930795,-0.01269463,-0.04677236
-0.75942159,0.08427501,-0.04152907,-0.20501344,-0.10634423,-0.09683774,-0.08379194,0.13052838,-0.00866463,-0.04741641
-0.73756343,0.09443301,-0.03327097,-0.22190019,-0.1647936,-0.10458479,-0.06362045,0.12516649,0.00313796,-0.05768373
-0.70256829,0.09139732,-0.04650644,-0.23523931,-0.20028836,-0.10166562,-0.04406869,0.11712692,0.00643668,-0.06349871
-0.67879754,0.08884054,-0.06660363,-0.24198289,-0.23667249,-0.11348137,-0.02901707,0.12379719,0.00014718,-0.05504223
-0.6489495,0.09096035,-0.06042664,-0.22796966,-0.25854421,-0.11451361,-0.00830132,0.11363729,-0.00748936,-0.05706606
-0.58270156,0.07659886,-0.04113095,-0.21089417,-0.25919837,-0.10874976,-0.00153543,0.10431547,-0.02062942,-0.06041472
-0.52845728,0.09119397,-0.02397915,-0.16901018,-0.23819509,-0.10891245,0.01083898,0.11185527,-0.03615046,-0.05932263
-0.48981315,0.09574317,0.0097865,-0.14125896,-0.21605507,-0.07472973,0.01560394,0.10089496,-0.0354558,-0.05700363
-0.48628372,0.11355733,0.02320646,-0.11714086,-0.18538496,-0.0481801,0.01711619,0.08435364,-0.03344988,-0.03502622
-0.49259454,0.13528484,0.05730604,-0.0894165,-0.17760652,-0.03620624,0.01046041,0.07399617,-0.03058704,-0.01719933
-0.51386547,0.15170166,0.09364979,-0.05666688,-0.15413676,-0.02758142,0.00956348,0.05971701,-0.03673406,-0.00725558
-0.54694951,0.15685993,0.11061732,-0.03955761,-0.12670414,-0.01972935,0.00582801,0.04283463,-0.04065604,-0.00488627
-0.56206948,0.16396806,0.11671099,-0.01067818,-0.11021858,-0.01009035,-0.00135913,0.0395869,-0.03987865,-0.00455475
-0.58198529,0.18483339,0.12551811,-0.00823117,-0.07418562,-0.01034107,-0.01745602,0.04267912,-0.04741333,0.01430206
-0.61951655,0.20417425,0.13956185,-0.00498908,-0.04768513,-0.00340337,-0.03435669,0.03871017,-0.04879954,0.03058542
-0.64295477,0.2225738,0.15393873,-0.01125207,-0.02035679,0.01131626,-0.04417223,0.0313657,-0.04261321,0.04095577
-0.66373312,0.23582007,0.16171302,-0.0139862,-0.00896491,0.02799661,-0.05526856,0.03763514,-0.0561685,0.04037237
-0.70222831,0.24421616,0.13998874,-0.01718766,-0.0121238,0.02814784,-0.05889283,0.03681669,-0.04402827,0.03407916
-0.7559253,0.22984642,0.12729703,-0.03059245,-0.0276682,0.03109824,-0.06469441,0.02704316,-0.02887592,0.03623016
-0.77287906,0.23220564,0.1016863,-0.03934688,-0.04244265,0.02928912,-0.07719209,0.02418241,-0.03801987,0.04494067
-0.76482958,0.21714586,0.09683121,-0.05634183,-0.06382873,0.01937099,-0.09158754,0.02142402,-0.03949911,0.03771602
-0.75068718,0.21117124,0.08746175,-0.0652454,-0.06614172,0.0189124,-0.0878649,0.02557647,-0.04890267,0.04762734
-0.69693285,0.210925,0.08004896,-0.08682077,-0.07355158,0.01028999,-0.07326373,0.02740592,-0.06398708,0.06465196
-0.61723143,0.23336005,0.06065878,-0.10329439,-0.08665613,0.01850023,-0.05858911,0.03104756,-0.0826622,0.08108252
-0.5360316,0.24223022,0.08101653,-0.12949543,-0.1097266,0.02038655,-0.04349316,0.01547856,-0.08346914,0.09897086
-0.44313064,0.24430431,0.09641825,-0.14422612,-0.12930557,0.01520684,-0.02720107,-0.01381922,-0.09087459,0.1081716
-0.32708278,0.24291797,0.08908376,-0.15436292,-0.16107887,0.01653254,-0.01273214,-0.0419462,-0.08678835,0.10284565
-0.19483736,0.22433165,0.10187718,-0.14810845,-0.17780063,0.0050412,0.00180789,-0.05705521,-0.09712785,0.09579525
-0.07167599,0.20318797,0.10969636,-0.1454532,-0.19154297,-0.00601672,-0.00317111,-0.05772348,-0.09096484,0.11883479
0.07019844,0.21068113,0.11518948,-0.12677,-0.19454812,0.01035206,-0.01043108,-0.07559627,-0.10736582,0.14396568
0.18950652,0.22768101,0.11595273,-0.10299115,-0.18895201,0.0388489,-0.02570352,-0.09514541,-0.12181803,0.15228683
0.26323608,0.2287098,0.09962326,-0.0834123,-0.17791228,0.04394557,-0.0154942,-0.09819824,-0.14246853,0.17838717
0.32299846,0.24260284,0.08999722,-0.04047566,-0.16188011,0.04656665,-0.00310703,-0.09426501,-0.16616341,0.1942158
0.35068399,0.23234476,0.06297823,-0.00686579,-0.14158791,0.07137345,-0.00838153,-0.10416262,-0.1736504,0.18023711
0.3618525,0.21605,0.035891,0.0328619,-0.12615296,0.09455416,-0.02502017,-0.11157432,-0.16036698,0.15940855
0.36746362,0.18095219,0.0292991,0.06789063,-0.10918345,0.10801349,-0.039531,-0.12036423,-0.15020381,0.12858593
0.37543008,0.14604633,0.01575916,0.10734427,-0.091551,0.1227934,-0.05453233,-0.12811194,-0.14404498,0.10795723
0.35083067,0.09284557,0.00362053,0.1356604,-0.07366966,0.15289927,-0.05418624,-0.13909306,-0.12214298,0.07408623
0.3332043,0.03181664,0.02128589,0.15531024,-0.05449939,0.16301045,-0.04171617,-0.15432306,-0.12213167,0.05663721
0.31724718,-0.00246931,0.02672929,0.17117827,-0.05398228,0.18776537,-0.04198743,-0.17724481,-0.10981541,0.03315481
0.32137361,-0.02222952,0.02721354,0.18351142,-0.03629147,0.2070647,-0.01734031,-0.18623541,-0.09976695,-0.00374129
0.34453332,-0.06457724,0.06187822,0.17042446,-0.02027232,0.19217736,0.0046449,-0.16376013,-0.08176149,-0.04016203
0.35946751,-0.10053108,0.07052878,0.14598984,0.01296736,0.18260206,0.01448755,-0.14160545,-0.06867505,-0.04495405
0.36485657,-0.12662779,0.08552966,0.12711568,0.03631119,0.18273479,0.00858311,-0.1300963,-0.0420321,-0.06705931
0.3586553,-0.16075332,0.08118157,0.08538018,0.07493469,0.19991927,0.00785203,-0.12930007,-0.01046773,-0.09127361
0.35630625,-0.18931273,0.07919872,0.05061847,0.10063901,0.18630588,0.01791762,-0.13463548,0.0023563,-0.08989332
0.34063151,-0.23399894,0.07630927,0.03115496,0.10146862,0.18463024,0.00558616,-0.12627514,0.00528658,-0.086779
0.30800241,-0.26567996,0.06951336,0.01350489,0.10784928,0.1749679,-0.01142913,-0.11610496,0.00463593,-0.06111194
0.26108769,-0.28901178,0.03112012,0.01060242,0.11746098,0.16381787,-0.03607089,-0.1011233,0.00217323,-0.05135845
0.23383152,-0.29355225,0.01296771,0.0107128,0.11666272,0.14543384,-0.05376021,-0.08759902,-0.019638,-0.02856825
0.18994212,-0.28420019,-0.00173352,0.02614524,0.09313411,0.13929106,-0.08019779,-0.07341677,-0.01896891,-0.0257222
0.15032989,-0.28500009,-0.01004468,0.01722433,0.08923361,0.12819655,-0.09091677,-0.07821185,-0.03243009,-0.01366608
0.11627712,-0.27848366,-0.02868847,0.00531211,0.07499802,0.14205335,-0.10514642,-0.09539369,-0.03724625,-0.00973177
0.1054085,-0.2472443,-0.0679444,0.03156779,0.05638588,0.15571626,-0.12324946,-0.09182473,-0.04250614,-0.00532693
0.07755319,-0.22933,-0.0718981,0.05003289,0.04360151,0.15763319,-0.12711303,-0.11266916,-0.0491454,-0.0197638
0.05512026,-0.19272548,-0.07086024,0.07569851,0.04470902,0.14792906,-0.13249591,-0.10952788,-0.05171244,-0.02422222
0.04358396,-0.16196314,-0.07008959,0.10939863,0.01772588,0.13179865,-0.13154393,-0.09231602,-0.06787045,-0.01722924
0.06063021,-0.13612323,-0.05985869,0.13203844,-0.01200493,0.12721737,-0.14345916,-0.07091791,-0.07475597,-0.03166525
0.09478824,-0.08900969,-0.0674018,0.14026284,-0.02365748,0.12983871,-0.14792056,-0.05406017,-0.08767395,-0.03759983
0.12980087,-0.0512461,-0.06755765,0.15030169,-0.03767902,0.12545717,-0.13879704,-0.04381343,-0.09982547,-0.05237337
0.15015423,-0.024593,-0.04672484,0.15332584,-0.05652878,0.12933035,-0.12193553,-0.05222781,-0.11084343,-0.05662494
0.17667493,0.00688228,-0.04865267,0.14526674,-0.07602121,0.13573018,-0.11140642,-0.06790167,-0.10725331,-0.05993735
0.2236556,0.04262008,-0.05837577,0.12996231,-0.07700498,0.12455731,-0.11232311,-0.07365183,-0.12437845,-0.06368409
0.25055787,0.06213277,-0.06651195,0.11381958,-0.08571272,0.13240807,-0.10542847,-0.05671373,-0.12781467,-0.05931148
0.26539326,0.06638551,-0.07454598,0.11251957,-0.07793102,0.13273996,-0.09443297,-0.03607063,-0.13167335,-0.06728318
0.29773006,0.04629803,-0.08818847,0.10610833,-0.06636858,0.14724919,-0.0955897,-0.03974501,-0.14233889,-0.08514788
0.30901751,0.03094819,-0.10276524,0.09012234,-0.06567686,0.15543889,-0.09458841,-0.01202124,-0.13229284,-0.07908514
0.32447234,-0.01451466,-0.13480216,0.06886388,-0.07994194,0.18559518,-0.09087724,-0.00066574,-0.11360823,-0.07549092
0.32527593,-0.04860936,-0.16901605,0.05232147,-0.08397657,0.20201096,-0.09658492,-0.00049469,-0.10020205,-0.06515453
0.33288741,-0.06303036,-0.19825742,0.04607035,-0.08172262,0.2087137,-0.0899693,-0.00146276,-0.09245832,-0.06211386
0.32933024,-0.08286402,-0.19657622,0.03066266,-0.07691003,0.20255843,-0.0722995,-0.00549838,-0.07536992,-0.07284644
0.33192378,-0.0876348,-0.1955048,0.02929631,-0.06342695,0.1975067,-0.07220983,-0.00198887,-0.05370945,-0.07811845
0.33055574,-0.10239822,-0.19682688,0.03361043,-0.05327507,0.19451211,-0.07566281,0.00590552,-0.03550543,-0.08802545
0.31587714,-0.11519757,-0.1973699,0.04857023,-0.03521958,0.18526977,-0.08212688,0.02045487,-0.01767375,-0.1005241
0.28592381,-0.12283979,-0.1947448,0.06269515,-0.00977848,0.1810755,-0.07264659,0.03126305,0.00442008,-0.09708413
0.25516182,-0.1292716,-0.18184415,0.0890505,0.00879225,0.16864985,-0.07685316,0.04600376,0.01891162,-0.11186711
0.23304231,-0.13252218,-0.15738887,0.10061725,0.01276473,0.14517485,-0.08487925,0.03798819,0.01199246,-0.09888214
0.2124761,-0.12914748,-0.1455473,0.12116535,0.00294206,0.10768049,-0.08212057,0.03810703,0.0050416,-0.09510924
0.14542201,-0.1427217,-0.14014645,0.12498281,-0.01814613,0.09596409,-0.07707258,0.01090172,-0.00124432,-0.10891471
0.09360622,-0.14089218,-0.126857,0.11633897,-0.02822262,0.0690823,-0.0908455,-0.01183621,-0.02346672,-0.11975396
0.07825764,-0.13031909,-0.09446268,0.10624596,-0.02815363,0.06143216,-0.10486094,-0.03247708,-0.04927471,-0.14376099
0.02793229,-0.11781273,-0.08829898,0.0926523,-0.01881765,0.04631687,-0.1144026,-0.06021181,-0.06709405,-0.13911681
-0.01962793,-0.11422613,-0.10092155,0.0794415,-0.01697807,0.04363402,-0.10951079,-0.08625482,-0.08786514,-0.13762839
-0.07157586,-0.12999129,-0.12322883,0.06271198,-0.03112343,0.04358789,-0.09455822,-0.1037089,-0.09855643,-0.12282327
-0.11309974,-0.11512199,-0.13126716,0.02930126,-0.02625662,0.05299613,-0.09314194,-0.11351057,-0.09532237,-0.11382515
-0.1345453,-0.11419637,-0.13121089,0.01472943,-0.02525325,0.07152487,-0.09247264,-0.11149292,-0.0975884,-0.10589334
-0.13927372,-0.12796721,-0.13595191,-0.01078769,-0.02760501,0.08412853,-0.09154148,-0.10152153,-0.10585904,-0.09562723
-0.12164145,-0.11937326,-0.1465674,-0.02881588,-0.01362228,0.08931974,-0.08089096,-0.09434729,-0.10247483,-0.09665562
-0.13970311,-0.13153993,-0.16868071,-0.04042102,-0.02167806,0.07914167,-0.07118214,-0.08860765,-0.07632915,-0.09844329
-0.14193515,-0.13848524,-0.17574143,-0.06458653,-0.04203718,0.06449567,-0.07014725,-0.07873889,-0.04993745,-0.09061288
-0.10947361,-0.11108336,-0.17679383,-0.06086962,-0.04208385,0.03488868,-0.08111917,-0.04499312,-0.04968755,-0.06771744
-0.07504451,-0.09965207,-0.17205237,-0.05468846,-0.03819481,0.02256336,-0.07651566,-0.02210578,-0.04033758,-0.0557953
-0.0548287,-0.10994778,-0.18148059,-0.04700741,-0.04012265,0.00254437,-0.08168523,0.00030022,-0.01783252,-0.0417286
0.00311258,-0.13812312,-0.15745617,-0.04632152,-0.04894949,-0.00548051,-0.08331326,0.03669979,-0.00669315,-0.02918547
0.06932344,-0.15076301,-0.13118845,-0.0347548,-0.05003136,-0.00809375,-0.09016347,0.05918324,0.00190983,-0.01251457
0.14695895,-0.16154552,-0.09062129,-0.02333914,-0.06030105,-0.01460624,-0.10192546,0.08898728,0.0159387,-0.020783
0.22644986,-0.16850412,-0.07344615,-0.00142689,-0.08716575,-0.03551367,-0.09110244,0.09676756,-0.00138927,-0.0304618
0.30842251,-0.14511126,-0.05362686,0.00028749,-0.09652868,-0.06068105,-0.07730617,0.10021149,-0.00882586,-0.03014492
0.40169701,-0.09877701,-0.03772138,0.00974389,-0.1227236,-0.06068126,-0.06983164,0.08513465,-0.00907248,-0.0388467
0.49668038,-0.07466719,-0.02666872,0.02193172,-0.15488239,-0.07575299,-0.06186613,0.07626004,-0.01222038,-0.04192339
0.62289083,-0.01155551,-0.00381624,0.00589922,-0.15650493,-0.07635907,-0.04560132,0.07669172,-0.00397581,-0.06331815
0.75718325,0.06346953,0.01411168,-0.00549873,-0.1288857,-0.05398658,-0.05019825,0.08756289,0.00686517,-0.08039103
0.86180961,0.12874907,0.039219,-0.02513715,-0.09931496,-0.03031339,-0.02963612,0.08527696,0.03344163,-0.0850227
0.95806915,0.19492796,0.04496346,-0.02823296,-0.0626158,0.00389542,-0.01950151,0.08381638,0.03813675,-0.0875395
1.02736199,0.26536417,0.03879922,-0.04632593,-0.04053589,0.04670962,0.00235656,0.08277041,0.04070883,-0.09829471
1.06191754,0.35629904,0.01872576,-0.07205387,-0.0312968,0.08098681,0.01529039,0.08111066,0.04344663,-0.11739993
1.08863592,0.43754768,0.01748767,-0.10539796,-0.0394782,0.09396356,0.0195445,0.08275217,0.05747432,-0.13284713
1.10365939,0.53753811,-0.00433922,-0.14153987,-0.02988121,0.10468567,0.02931406,0.06948527,0.04196785,-0.13899845
1.11530411,0.6179955,-0.01028793,-0.17540577,-0.01427114,0.10589939,0.01553087,0.05841832,0.05192443,-0.1415865
1.10272002,0.67587894,-0.02226021,-0.20214526,-0.00711495,0.1198528,0.00742445,0.04467854,0.06596848,-0.15358546
1.02470124,0.69357389,-0.04673437,-0.2202474,0.03365428,0.1131748,0.00319188,0.0458069,0.08206256,-0.16232681
0.91533315,0.702685,-0.08307519,-0.23913907,0.08194183,0.12019267,-0.00305305,0.03572688,0.09491055,-0.13823
0.78769284,0.68108523,-0.12826923,-0.23577286,0.12116259,0.11690245,-0.01705062,0.02763099,0.08222043,-0.10597678
0.66783488,0.61387444,-0.16868708,-0.20548415,0.11268598,0.10715347,0.00101291,-0.0058907,0.06733174,-0.09183469
0.52824074,0.55035943,-0.21795309,-0.18680599,0.10248882,0.11501201,0.00439126,-0.03788543,0.04375851,-0.08752244
0.4243753,0.49314532,-0.26092264,-0.16721995,0.06562991,0.10225639,0.0364947,-0.06185381,0.02484737,-0.07425421
0.34430677,0.445694,-0.29052374,-0.147954,0.04848446,0.06924056,0.05544131,-0.08159845,0.00833124,-0.05378805
0.26496872,0.40471548,-0.30685395,-0.10750538,0.05566794,0.0442909,0.09417227,-0.10631168,0.00191345,-0.03199645
0.16107413,0.34130135,-0.34651542,-0.06261259,0.07385742,0.01964679,0.12519445,-0.11899104,-0.00685631,-0.01168435
0.06147428,0.26063439,-0.37481612,-0.01720667,0.10184291,0.02619522,0.15786135,-0.13899419,0.00848097,0.00459919
-0.00623182,0.17982507,-0.40177414,0.01067915,0.11876485,0.02996315,0.20024306,-0.12481715,0.01441914,0.01823362
-0.07063307,0.11488768,-0.42731994,0.04192932,0.11562481,0.04324958,0.22817847,-0.10734711,0.01355326,0.03385201
-0.09906141,0.06313653,-0.43933555,0.06043861,0.10296293,0.04962439,0.24755663,-0.10345907,0.01149053,0.04134714
-0.11470126,0.02799077,-0.43684244,0.07692064,0.08108559,0.06358323,0.26181307,-0.09295259,0.01646846,0.02576916
-0.13696504,0.00394008,-0.42313531,0.08367765,0.05695821,0.07710693,0.2745277,-0.08576453,0.02206103,0.01674563
-0.17452218,0.01173165,-0.4042803,0.08392567,0.05687509,0.09345283,0.25790343,-0.07954629,0.01888668,0.00247133
-0.21814743,0.01994583,-0.38269457,0.09003822,0.05687453,0.10021093,0.24230964,-0.07324859,0.01715942,-0.00948159
-0.26869667,0.02934349,-0.35154334,0.07624406,0.07367805,0.11621769,0.20710111,-0.06073485,0.02926341,-0.02496819
-0.31089365,0.05271773,-0.32679889,0.08106363,0.08854029,0.13326053,0.18695138,-0.06075497,0.04742884,-0.03499709
-0.3381871,0.03926084,-0.30942786,0.0660267,0.1019312,0.14657563,0.14598018,-0.05543916,0.0601053,-0.04123877
-0.3378827,0.03032611,-0.29052329,0.06027984,0.10097297,0.18556264,0.11405771,-0.05785766,0.06767048,-0.0426545
-0.33604628,0.02287679,-0.27126846,0.0303939,0.09180149,0.20044555,0.07795539,-0.05784634,0.0761554,-0.03489647
-0.3445287,-0.00127692,-0.25771397,0.02533953,0.09348584,0.23437759,0.05692865,-0.06378102,0.08387139,-0.03540933
-0.34950337,-0.03084165,-0.22563334,0.00543311,0.09853131,0.2352571,0.02958998,-0.07607912,0.09241521,-0.03698891
-0.36261231,-0.06121864,-0.19666639,-0.01192554,0.09471854,0.2417962,0.00916665,-0.08410013,0.09963688,-0.02803248
-0.36368012,-0.07622554,-0.18492232,-0.01520745,0.08532195,0.24248847,-0.0115233,-0.08737464,0.10052049,-0.00822833
-0.34777763,-0.10339899,-0.16640776,-0.01741299,0.07931896,0.23711033,-0.0293356,-0.08605417,0.11869226,-0.00635877
-0.3106997,-0.13187091,-0.15222403,-0.01896733,0.08340348,0.21926421,-0.03711261,-0.05768932,0.1375511,0.01184625
-0.28439838,-0.15483917,-0.1461727,-0.03579711,0.09080529,0.19078444,-0.04901605,-0.05246573,0.14612384,0.03714621
-0.23915203,-0.18799618,-0.15666775,-0.05667588,0.0748817,0.16543393,-0.05004439,-0.05430778,0.1499455,0.04607949
-0.19456191,-0.24387915,-0.17032871,-0.07789887,0.04144141,0.15410329,-0.05557407,-0.04120456,0.14044309,0.04530445
-0.15606511,-0.27859282,-0.18492168,-0.09254301,0.01114666,0.13393243,-0.05485407,-0.04216928,0.14243022,0.03519431
-0.12691957,-0.30289692,-0.18301547,-0.11594792,0.00974318,0.1107365,-0.07145694,-0.03759005,0.14494847,0.02668913
